score<Pub. year>	score<Application year>	score<Earliest priority year>	score<Cited by patents>	score<Cites patents>	score<Simple family size>	score<Extended family size>	score<NPL citations>
2022	2016	2015	1	1	16	16	0
2020	2020	2019	3	3	9	9	3
2020	2018	2018	16	31	2	2	57
2016	2014	2013	37	35	12	28	99
2024	2024	2023	1	0	1	1	0
2024	2020	2019	0	5	14	14	0
2020	2020	2018	2	0	4	4	0
2017	2017	2013	6	12	5	5	0
2025	2025	2024	1	0	1	1	0
2017	2017	2013	19	15	16	28	1
2021	2020	2018	1	6	4	4	0
2025	2023	2023	0	0	1	1	0
2016	2016	2015	20	1	2	2	0
2017	2017	2011	12	6	10	10	0
2019	2014	2013	0	3	16	16	1
2020	2020	2019	8	0	9	9	0
2017	2016	2013	8	8	12	28	2
2018	2015	2014	2	4	2	2	9
2024	2024	2023	1	0	4	4	0
2024	2024	2023	0	0	4	4	0
2022	2019	2015	0	15	7	7	31
2025	2023	2022	0	271	30	91	37
2017	2016	2015	1	2	3	3	4
2024	2024	2023	0	0	4	4	0
2021	2019	2019	28	0	2	2	0
2025	2024	2023	0	5	2	2	0
2022	2020	2013	2	71	16	28	278
2020	2018	2018	28	16	2	2	5
2019	2019	2016	2	22	10	26	18
2019	2019	2016	1	0	10	26	0
2019	2015	2014	10	119	14	241	67
2018	2016	2012	2	13	4	6	17
2019	2017	2016	8	10	2	2	3
2021	2020	2019	9	16	10	10	3
2021	2021	2020	2	9	12	12	11
2017	2016	2014	42	11	1	3	0
2021	2021	2020	5	11	12	12	3
2017	2014	2013	58	39	16	28	124
2022	2016	2015	0	4	7	8	3
2023	2022	2019	0	16	5	5	2
2024	2024	2020	0	2	4	4	0
2025	2024	2020	0	2	4	4	0
2022	2022	2019	0	16	5	5	2
2022	2020	2019	10	8	5	5	5
2020	2020	2019	22	0	5	5	0
2018	2016	2015	25	20	16	16	5
2021	2020	2019	10	0	10	10	0
2016	2014	2014	11	1	3	5	0
2018	2017	2015	5	4	7	12	0
2025	2024	2023	0	0	2	2	0
2023	2023	2022	32	147	30	91	28
2017	2015	2015	10	4	7	12	0
2019	2018	2015	3	2	7	12	0
2019	2019	2015	0	6	7	12	0
2018	2017	2015	0	4	7	12	0
2020	2019	2015	0	6	7	12	0
2019	2018	2015	0	2	7	12	0
2025	2023	2021	0	23	3	3	2
2023	2021	2020	0	9	7	7	1
2024	2024	2021	0	0	9	9	0
2025	2024	2024	0	3	2	2	2
2018	2016	2015	2	2	11	11	0
2016	2015	2014	21	3	2	7	0
2021	2021	2020	0	7	12	12	1
2016	2016	2014	32	10	5	5	0
2020	2018	2015	3	25	16	16	8
2025	2024	2022	14	258	30	91	37
2016	2015	2014	7	6	5	7	1
2019	2018	2018	13	145	7	7	53
2018	2016	2015	0	5	11	11	12
2017	2017	2016	22	6	2	2	0
2022	2022	2020	12	114	3	8	3
2022	2021	2020	0	4	7	7	1
2017	2017	2016	12	5	3	3	2
2021	2020	2019	10	0	12	12	0
2020	2018	2016	3	10	7	40	3
2025	2021	2020	0	32	12	12	20
2023	2023	2022	0	28	7	7	2
2024	2023	2022	0	20	11	11	6
2023	2023	2022	0	7	7	7	1
2017	2017	2013	179	0	16	28	0
2020	2014	2013	0	1	5	5	0
2021	2017	2013	17	61	16	28	137
2025	2024	2024	0	0	1	1	0
2016	2016	2015	0	3	11	11	12
2023	2023	2022	0	3	4	4	37
2025	2023	2022	0	0	4	4	0
2020	2018	2016	4	17	12	20	41
2023	2023	2022	0	0	4	4	0
2016	2015	2014	44	2	2	2	0
2017	2016	2014	7	1	13	13	0
2025	2025	2024	0	8	2	2	1
2019	2016	2015	0	1	11	11	3
2019	2016	2014	14	6	5	5	0
2017	2016	2015	1	0	16	16	4
2016	2012	2008	1	6	4	6	32
2022	2020	2019	7	11	12	12	0
2019	2018	2018	6	6	1	1	7
2021	2018	2017	12	32	8	8	17
2017	2014	2013	27	4	4	4	0
2025	2022	2022	0	0	5	5	0
2019	2015	2014	5	7	6	6	1
2019	2017	2016	7	0	3	3	0
2025	2024	2023	0	3	1	1	0
2016	2015	2014	4	0	6	6	0
2021	2020	2019	12	11	12	12	0
2025	2025	2024	0	8	2	2	0
2025	2021	2020	0	2	12	12	1
2025	2023	2022	0	99	25	35	33
2022	2018	2018	5	6	8	8	50
2017	2016	2016	5	14	2	2	4
2022	2020	2013	3	72	16	28	278
2019	2015	2014	0	1	4	4	1
2018	2018	2013	0	8	4	4	0
2021	2017	2016	4	14	3	3	3
2018	2016	2014	3	13	13	13	3
2023	2022	2022	0	3	2	2	3
2019	2016	2016	3	41	5	5	28
2017	2017	2013	42	0	16	28	0
2023	2023	2020	3	6	10	10	0
2017	2016	2014	16	4	5	7	0
2025	2023	2018	0	47	5	5	5
2021	2021	2019	39	1	5	5	0
2025	2024	2023	2	0	1	1	0
2016	2014	2014	16	30	5	5	8
2019	2019	2013	4	6	12	28	0
2021	2020	2013	6	0	16	28	0
2016	2015	2014	31	6	4	7	0
2025	2025	2024	0	3	4	4	0
2021	2019	2013	0	61	12	28	125
2018	2012	2011	1	3	10	10	0
2024	2024	2020	1	0	10	10	0
2017	2017	2013	19	0	16	28	0
2025	2023	2023	0	0	3	3	0
2020	2019	2019	48	11	12	12	0
2023	2023	2022	4	7	1	1	0
2023	2021	2020	1	3	1	1	29
2024	2023	2019	0	12	1	3	0
2025	2024	2023	1	5	3	3	2
2018	2016	2014	5	28	2	5	8
2025	2025	2024	0	0	4	4	0
2025	2022	2018	1	29	1	1	2
2025	2023	2022	0	0	7	9	0
2025	2024	2022	9	258	30	91	37
2022	2021	2021	11	22	4	10	21
2025	2025	2024	0	0	3	3	0
2019	2018	2016	9	0	9	9	0
2016	2016	2014	35	1	2	5	0
2019	2018	2016	4	3	12	20	0
2019	2018	2018	7	5	3	20	1
2025	2025	2024	0	5	3	3	0
2019	2018	2017	87	0	8	8	0
2024	2023	2023	0	6	7	7	3
2020	2019	2019	36	15	9	9	8
2018	2018	2014	0	2	4	7	0
2022	2022	2013	7	1	16	28	0
2019	2019	2018	18	0	4	4	0
2020	2014	2013	1	8	7	7	0
2022	2018	2018	13	1	8	8	0
2022	2022	2021	2	11	3	3	1
2025	2022	2022	3	2	1	1	0
2016	2016	2015	2	5	2	2	0
2024	2021	2020	0	1	7	7	0
2025	2021	2020	0	44	7	7	14
2025	2025	2024	0	0	4	4	0
2019	2016	2015	0	3	4	4	0
2023	2021	2020	8	0	4	4	4
2025	2025	2024	0	0	1	1	0
2022	2021	2020	0	23	7	7	0
2020	2020	2016	4	0	3	3	0
2025	2022	2020	0	124	3	8	5
2019	2018	2016	15	13	12	20	41
2022	2020	2017	2	18	6	6	19
2019	2019	2016	1	21	12	20	41
2021	2020	2019	10	6	5	5	1
2019	2019	2016	1	21	12	20	41
2020	2020	2014	0	0	6	6	0
2019	2019	2016	1	23	12	20	41
2023	2018	2018	0	2	8	8	5
2016	2015	2015	2	3	11	11	12
2023	2023	2022	2	10	7	9	1
2016	2002	2001	1	5	44	208	3
2025	2024	2023	0	5	3	3	0
2017	2016	2015	1	5	7	7	0
2017	2015	2014	39	14	18	38	0
2024	2023	2022	0	6	4	4	1
2020	2019	2018	3	2	4	4	0
2022	2021	2020	0	4	2	2	0
2016	2016	2015	52	0	7	7	0
2017	2016	2015	1	0	4	4	0
2021	2021	2020	0	0	2	2	0
2021	2021	2020	14	5	2	2	1
2021	2020	2013	3	0	16	28	0
2023	2021	2020	11	10	1	1	0
2020	2018	2018	7	4	2	2	0
2016	2015	2015	10	12	4	4	2
2016	2014	2014	5	39	5	5	0
2024	2021	2019	0	17	3	3	2
2019	2018	2018	10	4	2	2	0
2019	2018	2014	2	17	13	13	3
2016	2016	2015	9	0	5	12	0
2025	2020	2020	0	20	6	6	3
2016	2016	2015	3	2	5	12	0
2022	2019	2018	2	7	2	2	4
2016	2015	2014	0	8	5	5	0
2017	2017	2016	3	0	5	5	8
2020	2018	2017	46	7	22	22	0
2020	2019	2018	14	0	4	4	0
2024	2023	2023	0	10	2	2	0
2016	2015	2014	6	3	1	7	1
2022	2021	2020	0	0	7	7	11
2017	2016	2015	9	10	4	4	0
2020	2018	2013	9	6	6	34	0
2023	2023	2022	0	5	2	3	0
2025	2025	2024	0	0	1	6	0
2025	2023	2023	0	9	3	3	3
2019	2018	2013	12	6	6	34	0
2018	2016	2016	1	3	6	6	4
2016	2016	2015	34	5	4	4	0
2023	2020	2020	1	14	2	2	1
2024	2021	2020	1	2	2	2	35
2025	2025	2024	0	0	3	6	0
2019	2015	2015	1	9	3	3	2
2021	2021	2017	1	0	22	22	0
2016	2014	2014	1	5	1	1	0
2024	2023	2022	0	0	5	6	0
2025	2023	2023	0	6	3	3	3
2022	2021	2020	8	20	3	4	8
2023	2023	2013	0	0	18	34	0
2025	2025	2024	0	0	1	6	0
2018	2018	2016	40	0	12	20	0
2023	2022	2022	5	5	6	6	1
2024	2022	2022	6	5	6	6	1
2017	2015	2014	8	13	3	3	37
2023	2018	2017	0	9	13	13	7
2018	2018	2017	0	4	4	4	0
2021	2021	2021	10	2	5	5	0
2023	2023	2021	0	2	5	5	0
2022	2022	2021	34	8	1	1	0
2020	2019	2015	4	0	7	7	0
2021	2018	2014	0	25	3	3	0
2016	2013	2013	0	5	10	10	7
2022	2021	2019	7	9	3	3	0
2023	2022	2021	0	0	5	5	5
2019	2019	2016	4	0	12	20	0
2020	2019	2013	3	12	12	28	0
2025	2022	2021	0	11	3	3	1
2018	2018	2015	15	0	7	7	0
2019	2019	2016	5	0	12	20	0
2022	2022	2019	4	38	5	5	0
2023	2022	2021	1	2	4	4	1
2019	2019	2016	5	0	12	20	0
2021	2019	2019	0	5	5	5	17
2025	2018	2017	0	1	10	10	0
2018	2013	2012	9	52	6	6	5
2024	2023	2021	0	6	5	5	0
2020	2018	2018	11	3	8	8	48
2018	2017	2016	21	2	16	26	0
2022	2021	2020	0	1	6	6	2
2018	2017	2016	26	6	16	26	2
2025	2025	2024	0	5	3	6	0
2018	2017	2016	10	4	16	26	2
2018	2015	2014	0	8	4	4	5
2021	2020	2019	0	5	5	5	17
2021	2020	2020	1	4	6	6	5
2019	2018	2016	24	10	7	40	0
2024	2021	2020	4	10	11	11	0
2025	2022	2022	0	1	2	2	0
2024	2023	2016	0	0	7	40	0
2018	2016	2016	13	9	1	14	4
2025	2021	2020	0	14	11	11	1
2023	2022	2022	0	1	2	2	0
2023	2022	2022	2	9	2	2	0
2019	2018	2017	1	0	8	8	0
2025	2016	2015	2	6	2	5	0
2024	2020	2019	1	21	5	5	14
2024	2024	2023	0	3	3	4	0
2023	2022	2022	0	7	6	6	2
2017	2016	2015	50	10	2	5	0
2024	2024	2022	1	256	30	91	36
2023	2021	2021	2	5	5	5	0
2023	2022	2021	4	223	5	5	23
2023	2021	2020	11	2	3	4	0
2018	2016	2013	20	42	12	28	116
2025	2024	2023	0	4	1	8	0
2022	2021	2021	4	3	5	5	0
2020	2019	2016	0	8	8	13	0
2020	2018	2018	1	4	5	5	1
2025	2023	2023	0	0	1	1	0
2023	2022	2022	2	2	4	4	0
2021	2020	2020	5	0	4	4	0
2022	2021	2021	9	2	1	1	0
2016	2016	2014	6	3	5	5	0
2022	2020	2020	4	15	6	6	5
2022	2020	2016	0	1	7	40	0
2021	2021	2020	5	3	1	1	1
2019	2018	2018	1	14	2	2	4
2022	2022	2021	0	4	4	10	4
2023	2022	2016	0	12	7	40	0
2022	2022	2016	0	12	7	40	0
2018	2017	2016	3	3	2	2	19
2020	2020	2016	4	0	7	40	0
2020	2017	2016	0	2	16	26	1
2020	2015	2015	12	17	8	8	13
2018	2016	2016	0	1	2	2	7
2018	2016	2015	50	19	2	2	12
2021	2020	2020	25	43	3	3	0
2024	2022	2022	0	12	4	4	28
2024	2018	2017	2	18	4	4	40
2021	2020	2020	8	0	3	3	0
2022	2020	2012	0	13	6	6	1
2025	2024	2023	0	0	1	1	0
2024	2023	2023	0	5	1	1	0
2024	2023	2023	1	5	3	4	0
2022	2020	2020	0	26	2	2	9
2018	2017	2014	2	9	4	9	4
2018	2016	2016	26	0	2	2	0
2017	2017	2014	11	8	4	9	0
2020	2020	2012	0	20	6	6	1
2018	2017	2016	19	0	2	2	0
2022	2020	2020	2	3	7	7	0
2025	2025	2024	1	7	1	1	0
2022	2020	2020	8	0	2	2	0
2025	2023	2022	1	100	25	35	21
2023	2022	2021	5	16	3	3	1
2019	2018	2017	4	2	8	8	1
2024	2022	2022	1	0	3	3	0
2018	2017	2016	4	12	10	26	4
2021	2021	2020	1	10	8	8	3
2024	2022	2021	6	4	6	6	0
2016	2015	2014	6	0	4	4	0
2021	2020	2020	21	0	7	7	0
2016	2015	2014	75	5	2	2	0
2018	2017	2016	0	5	2	2	1
2023	2012	2011	0	2	10	10	0
2017	2017	2016	10	4	1	1	1
2016	2014	2006	7	31	6	6	25
2017	2016	2015	4	16	3	5	2
2017	2014	2014	5	8	4	4	40
2017	2016	2015	41	19	2	2	1
2016	2015	2015	1	8	2	2	0
2023	2021	2020	8	4	6	6	0
2016	2015	2015	5	0	2	2	0
2018	2017	2016	11	0	10	26	0
2019	2018	2018	18	7	2	2	0
2017	2016	2015	26	8	1	5	0
2025	2018	2017	0	1	22	22	0
2018	2016	2015	19	8	5	8	11
2019	2017	2017	1	3	4	4	1
2016	2014	2014	24	4	1	1	2
2024	2024	2022	1	0	4	4	0
2018	2005	2004	0	3	14	14	0
2025	2022	2021	0	5	4	4	0
2021	2020	2020	60	72	4	4	3
2020	2019	2012	1	65	6	6	5
2023	2023	2022	1	0	11	11	0
2023	2023	2022	7	2	11	11	0
2025	2024	2023	1	0	2	2	0
2025	2024	2023	0	5	2	2	0
2017	2013	2013	9	24	5	5	1
2025	2021	2021	0	2	2	2	3
2016	2014	2014	1	4	4	4	4
2016	2014	2006	24	0	6	6	0
2020	2017	2016	0	2	16	26	1
2022	2022	2021	2	1	6	6	0
2020	2019	2018	5	0	2	2	0
2021	2020	2019	5	12	13	13	4
2021	2020	2019	2	21	9	9	3
2017	2015	2014	12	31	21	21	8
2017	2016	2014	0	34	5	5	8
2017	2017	2014	0	27	5	5	8
2025	2024	2023	0	0	1	1	0
2017	2016	2014	6	28	21	21	8
2023	2022	2022	2	8	2	2	0
2017	2017	2014	2	0	5	5	0
2025	2023	2023	0	5	1	1	0
2025	2025	2024	2	0	1	1	0
2017	2014	2014	7	3	5	5	0
2019	2018	2015	1	8	9	9	8
2019	2018	2015	2	11	7	7	32
2023	2021	2020	0	17	6	6	7
2018	2016	2015	4	11	9	9	8
2019	2019	2014	28	11	2	241	1
2025	2022	2022	0	8	2	2	0
2017	2015	2014	2	16	2	2	13
2021	2019	2018	2	12	4	4	13
2023	2020	2019	2	17	10	10	3
2022	2021	2020	4	4	6	6	5
2023	2020	2020	4	16	6	6	0
2019	2017	2017	8	5	3	3	0
2018	2016	2016	0	4	2	2	2
2019	2018	2012	1	61	6	6	7
2018	2016	2016	10	0	2	2	0
2018	2014	2013	0	5	10	10	0
2021	2020	2019	8	3	10	10	0
2016	2014	2014	39	5	2	2	0
2024	2020	2019	0	4	10	10	2
2021	2020	2019	30	2	5	5	3
2023	2020	2019	3	11	2	3	0
2021	2020	2019	4	5	5	5	4
2020	2014	2014	0	1	4	4	1
2022	2022	2021	0	5	3	3	0
2022	2022	2021	11	3	3	3	0
2019	2019	2018	0	5	7	7	1
2016	2014	2012	4	36	12	12	8
2018	2004	2001	3	82	44	208	50
2016	2012	2011	9	29	2	153	5
2021	2020	2020	0	11	1	1	4
2025	2024	2024	0	3	5	5	5
2020	2014	2014	0	2	5	5	1
2023	2022	2021	0	7	2	2	1
2019	2019	2016	12	0	4	4	0
2023	2022	2019	1	15	2	3	0
2023	2018	2017	0	7	6	6	0
2024	2024	2023	1	2	2	2	0
2016	2016	2015	3	3	4	4	0
2017	2016	2015	0	4	3	5	0
2016	2014	2013	4	0	3	5	70
2018	2016	2016	3	2	2	2	0
2016	2015	2015	8	8	3	3	8
2024	2023	2020	4	1	3	3	5
2025	2023	2009	0	163	4	24	74
2023	2021	2020	4	2	2	2	0
2023	2019	2018	7	8	2	2	88
2018	2017	2016	13	14	10	26	0
2023	2022	2022	0	17	2	2	0
2017	2011	2011	11	20	10	10	2
2016	2015	2014	9	17	11	11	0
2019	2019	2016	11	13	10	26	0
2022	2014	2014	3	43	5	5	0
2022	2022	2021	0	5	2	2	0
2023	2022	2022	1	8	2	2	0
2019	2018	2017	0	1	3	3	0
2017	2015	2014	4	27	11	11	4
2023	2021	2020	19	78	4	4	4
2021	2020	2019	0	4	10	10	2
2023	2021	2020	2	9	10	10	0
2018	2017	2014	2	5	21	21	0
2024	2018	2017	0	12	6	6	1
2017	2016	2014	2	1	21	21	0
2017	2016	2015	16	2	3	5	0
2019	2018	2017	0	3	6	6	0
2023	2021	2021	5	3	2	2	1
2025	2025	2021	0	0	3	3	0
2025	2018	2018	0	1	5	5	0
2018	2015	2008	9	6	4	6	31
2024	2022	2021	0	0	2	2	0
2018	2017	2014	5	32	21	21	8
2024	2017	2016	0	3	16	26	1
2022	2021	2020	0	3	10	10	2
2022	2021	2020	1	9	10	10	0
2025	2024	2023	0	0	1	1	0
2019	2017	2016	2	17	10	26	7
2019	2017	2017	6	21	3	3	2
2025	2024	2023	0	0	1	1	0
2021	2018	2018	0	0	2	2	3
2022	2022	2021	9	3	3	3	0
2023	2022	2022	0	3	2	2	2
2023	2020	2019	4	16	10	10	3
2021	2020	2019	9	2	10	10	0
2018	2016	2015	18	44	5	9	20
2023	2022	2021	0	5	2	2	14
2023	2021	2020	1	0	10	10	0
2019	2018	2018	15	0	2	2	0
2019	2017	2016	39	20	2	2	36
2021	2020	2016	4	68	6	6	40
2016	2015	2014	3	2	11	11	3
2020	2020	2006	2	0	38	77	0
2020	2017	2017	10	0	4	4	0
2024	2024	2023	0	5	4	4	1
2022	2018	2017	0	3	8	8	2
2020	2019	2016	18	29	6	6	36
2025	2022	2017	0	3	8	8	3
2024	2022	2013	0	29	6	34	1
2021	2020	2017	2	0	6	6	0
2021	2020	2006	4	5	38	77	0
2022	2022	2013	0	10	6	34	0
2024	2021	2021	2	16	2	2	8
2020	2019	2014	1	0	18	38	0
2022	2021	2021	18	7	2	2	0
2024	2024	2023	0	0	4	10	0
2024	2023	2023	2	1	4	4	0
2018	2015	2015	13	8	8	8	4
2021	2021	2020	36	0	11	11	0
2021	2019	2014	2	5	18	38	0
2022	2022	2021	6	1	5	5	4
2017	2016	2015	17	1	3	3	0
2022	2019	2016	0	29	10	26	20
2020	2018	2017	3	0	8	8	0
2016	2015	2008	5	2	4	6	0
2023	2023	2009	4	30	4	24	0
2021	2021	2020	0	6	11	11	1
2024	2023	2022	1	3	1	10	0
2023	2022	2017	0	0	8	8	0
2025	2023	2023	0	14	1	1	0
2023	2021	2020	2	5	11	11	1
2017	2016	2015	35	6	5	8	0
2025	2021	2021	0	0	3	3	0
2024	2022	2022	0	3	2	2	5
2024	2023	2022	1	19	1	1	0
2024	2024	2024	1	14	2	2	3
2022	2021	2009	26	3	4	24	0
2019	2016	2016	9	3	2	2	8
2017	2014	2014	3	26	10	10	8
2023	2019	2018	0	8	7	7	0
2020	2019	2014	1	0	18	38	0
2024	2022	2022	2	28	5	10	29
2018	2016	2015	15	5	9	9	0
2025	2020	2019	1	11	5	5	6
2023	2021	2020	2	27	9	113	19
2023	2021	2009	3	133	4	24	74
2018	2017	2014	10	69	16	16	11
2021	2018	2017	1	40	5	5	164
2019	2018	2015	5	1	9	9	0
2020	2018	2017	0	6	3	3	11
2018	2018	2017	4	6	3	3	0
2019	2018	2017	3	5	3	3	0
2016	2011	2010	18	16	4	4	19
2021	2019	2014	2	5	18	38	0
2019	2015	2014	0	2	11	11	2
2017	2014	2014	7	25	1	1	16
2024	2021	2020	0	14	8	8	13
2018	2015	2015	0	71	11	11	35
2022	2020	2015	4	7	16	16	0
2025	2024	2019	4	20	1	77	0
2023	2023	2020	0	4	11	11	0
2023	2023	2022	0	0	25	35	0
2016	2015	2014	21	46	13	13	29
2023	2023	2020	0	4	11	11	0
2022	2020	2019	4	7	5	5	0
2024	2023	2022	0	3	4	4	0
2022	2021	2013	5	154	12	28	313
2021	2020	2018	0	11	5	5	6
2022	2021	2020	30	18	7	8	33
2021	2021	2020	0	13	10	10	1
2025	2024	2023	0	3	6	7	2
2024	2024	2023	0	5	6	7	0
2025	2025	2024	0	4	1	3	1
2018	2017	2016	0	2	6	6	1
2020	2010	2009	0	0	8	8	2
2022	2021	2021	2	1	2	2	0
2021	2021	2020	4	8	10	10	0
2021	2010	2009	0	8	11	153	0
2025	2023	2023	0	0	1	1	0
2022	2017	2017	0	49	4	4	10
2024	2020	2019	0	3	5	5	1
2025	2021	2020	2	8	6	6	5
2025	2023	2022	0	9	2	2	1
2020	2018	2017	9	15	6	6	19
2017	2016	2016	11	1	6	6	0
2025	2025	2024	0	2	2	2	4
2023	2022	2022	0	12	4	4	1
2016	2016	2015	0	5	9	9	0
2025	2024	2024	0	3	5	5	5
2021	2021	2020	0	10	17	17	1
2022	2022	2021	2	23	2	10	23
2024	2021	2020	0	10	17	17	1
2025	2021	2021	0	9	3	3	5
2021	2021	2013	2	0	12	28	0
2024	2023	2022	0	7	2	2	1
2018	2015	2014	35	6	2	2	12
2022	2018	2017	0	2	8	8	1
2022	2021	2020	4	4	11	11	0
2022	2015	2015	0	8	6	6	0
2021	2020	2020	2	5	1	1	2
2019	2017	2016	5	5	4	4	0
2017	2015	2014	1	16	8	8	2
2022	2022	2021	2	7	2	2	2
2022	2020	2020	4	28	7	7	0
2024	2024	2023	3	0	1	1	0
2017	2016	2015	3	2	4	4	1
2022	2021	2016	10	7	6	6	0
2017	2015	2015	13	9	4	4	0
2017	2017	2016	2	0	5	5	0
2020	2017	2017	13	5	3	5	0
2017	2017	2016	0	2	6	6	1
2025	2025	2024	0	0	1	1	0
2016	2015	2014	1	3	3	3	0
2023	2023	2022	45	0	25	35	0
2016	2015	2014	19	3	3	3	0
2020	2017	2016	16	8	4	4	49
2016	2014	2013	9	12	2	2	10
2019	2017	2017	7	5	3	5	0
2023	2021	2020	1	12	4	4	5
2019	2018	2013	0	5	5	6	0
2023	2022	2022	1	4	2	2	0
2021	2019	2019	0	17	2	2	9
2022	2020	2019	1	8	3	3	46
2019	2018	2017	8	4	5	5	3
2021	2021	2020	32	4	17	17	0
2022	2020	2020	0	3	11	11	1
2025	2025	2025	1	0	1	1	0
2021	2018	2017	9	0	5	5	0
2018	2015	2014	0	107	2	2	57
2020	2017	2016	0	1	16	26	0
2021	2021	2020	15	2	2	2	0
2020	2020	2017	1	0	3	5	0
2024	2021	2020	0	4	11	11	0
2022	2020	2020	1	15	11	11	2
2022	2021	2020	0	3	7	7	0
2023	2022	2021	1	2	2	2	8
2021	2019	2013	2	2	20	22	0
2022	2020	2020	2	15	11	11	0
2025	2023	2023	3	3	1	1	0
2024	2024	2023	2	0	1	1	0
2023	2015	2015	0	7	8	8	2
2016	2012	2011	1	1	9	9	0
2020	2016	2015	0	2	4	4	1
2019	2018	2017	0	12	1	1	5
2022	2021	2019	0	16	13	13	8
2022	2022	2022	5	45	6	6	49
2025	2025	2024	0	0	5	5	0
2016	2014	2014	2	10	1	1	8
2016	2016	2015	1	6	2	2	0
2023	2021	2020	2	4	10	10	0
2025	2024	2023	0	0	6	6	0
2020	2018	2017	34	3	2	2	41
2023	2020	2020	0	15	5	5	0
2025	2024	2023	0	0	2	2	0
2019	2019	2013	1	2	20	22	0
2016	2015	2013	0	3	6	6	0
2022	2020	2020	0	4	5	5	0
2019	2018	2017	0	6	13	13	4
2023	2020	2019	15	6	1	1	6
2016	2013	2013	0	35	5	6	10
2020	2020	2019	15	0	2	2	0
2017	2012	2011	3	13	9	9	2
2021	2015	2014	0	7	12	12	11
2021	2020	2019	3	1	2	2	0
2018	2017	2016	97	7	4	4	0
2023	2023	2022	1	12	4	4	1
2022	2021	2020	0	43	5	5	1
2020	2018	2018	0	0	1	1	10
2021	2020	2019	0	0	2	2	0
2025	2022	2022	0	0	6	6	0
2017	2016	2015	40	20	16	16	0
2016	2014	2014	30	5	3	3	0
2024	2021	2020	0	18	4	4	4
2021	2020	2020	2	24	5	5	1
2018	2018	2017	12	2	2	2	0
2021	2020	2019	0	1	2	2	0
2024	2020	2020	0	0	5	5	0
2020	2020	2015	4	0	16	16	0
2022	2021	2020	9	6	4	4	2
2022	2020	2019	0	29	3	3	21
2017	2016	2006	4	7	38	77	0
2022	2022	2015	1	8	16	16	0
2018	2015	2010	3	746	11	11	1014
2022	2022	2021	2	6	10	10	1
2025	2024	2023	1	0	3	3	0
2017	2016	2013	5	10	6	6	0
2016	2016	2013	6	10	6	6	0
2022	2020	2020	0	4	5	5	0
2022	2021	2020	0	12	5	5	0
2019	2015	2014	1	7	18	38	0
2016	2015	2012	2	34	17	17	13
2023	2023	2015	2	4	16	16	0
2020	2018	2017	9	4	22	22	2
2019	2018	2015	6	0	16	16	0
2023	2022	2015	0	8	16	16	0
2025	2023	2015	0	4	16	16	0
2024	2022	2021	0	8	2	2	2
2025	2023	2022	0	99	25	35	33
2016	2015	2015	14	37	11	11	10
2016	2016	2015	28	1	5	9	0
2020	2019	2018	0	4	4	4	2
2021	2018	2009	11	130	3	24	75
2023	2021	2014	1	24	18	38	1
2019	2019	2018	35	5	2	2	0
2018	2017	2016	6	21	3	3	13
2024	2023	2019	3	20	1	77	0
2021	2021	2020	19	0	17	17	0
2018	2015	2015	4	4	3	3	0
2021	2019	2018	1	5	2	2	0
2019	2015	2015	0	13	6	6	4
2017	2015	2015	5	5	3	3	0
2022	2021	2020	4	2	11	14	0
2019	2019	2018	1	6	6	6	0
2018	2018	2009	39	0	3	24	0
2021	2021	2020	14	2	4	4	0
2017	2015	2004	3	143	14	14	72
2017	2016	2013	13	34	1	6	10
2020	2018	2017	2	0	13	13	0
2025	2023	2023	0	3	3	3	0
2021	2021	2020	65	39	11	14	33
2016	2013	2006	7	0	38	77	0
2018	2017	2016	0	1	7	7	19
2023	2021	2006	0	5	38	77	0
2025	2022	2021	7	353	2	124	202
2020	2019	2019	1	0	1	1	0
2019	2018	2017	2	7	2	2	1
2023	2022	2022	1	4	1	1	0
2016	2013	2006	4	4	38	77	0
2018	2017	2016	25	2	7	7	0
2020	2019	2018	5	0	3	3	0
2022	2019	2018	2	20	3	3	10
2019	2017	2016	5	3	12	12	0
2024	2022	2021	3	11	9	15	4
2018	2017	2016	29	0	9	9	0
2016	2016	2015	42	0	2	2	0
2025	2024	2023	0	2	3	3	1
2025	2024	2024	2	40	5	5	59
2017	2015	2013	13	28	20	22	6
2016	2015	2013	4	16	20	22	0
2019	2013	2013	0	0	20	22	2
2021	2020	2019	15	0	13	13	0
2017	2017	2013	1	0	20	22	0
2022	2022	2021	0	5	2	2	0
2018	2017	2013	2	27	20	22	7
2021	2017	2016	0	7	12	12	1
2023	2022	2022	0	7	1	1	0
2022	2017	2017	0	3	7	7	4
2024	2022	2021	0	6	9	9	1
2018	2017	2016	3	2	12	12	3
2024	2023	2021	10	275	8	124	147
2018	2017	2016	29	73	9	9	4
2025	2025	2024	0	0	3	3	0
2021	2020	2019	3	13	13	13	8
2021	2019	2014	1	5	18	38	0
2025	2025	2022	0	0	6	6	0
2020	2019	2018	42	1	2	2	0
2021	2021	2006	3	5	2	77	0
2021	2019	2019	5	5	2	2	4
2017	2014	2014	13	6	3	3	0
2017	2016	2015	21	3	5	9	1
2022	2022	2021	0	2	9	9	1
2018	2015	2015	3	4	6	6	0
2019	2019	2018	2	6	3	3	1
2020	2019	2014	9	0	18	38	0
2023	2022	2022	0	3	4	10	1
2021	2021	2014	3	0	18	38	0
2018	2014	2013	0	38	5	6	10
